Id_Cliente,Frecuencia,Frecuencia_1,Frecuencia_2,Frecuencia_3,Vol_Entrega,lat,lon,Cart_x,Cart_y
1,1,1,0,0,-0.9771428571428571,-0.180303458783726,-0.09267081005737055,-0.09263156799323724,-0.1829298461158544
2,1,1,0,0,-0.8057142857142857,-0.7334780024124257,-0.1856455619256394,-0.1830802467278474,-0.736933355224096
3,1,1,0,0,-0.9771428571428571,0.10105096699354021,-0.3492710636915035,-0.350524522091213,0.097348272569036
4,3,0,0,1,-0.8285714285714285,-0.38111260525542434,0.006236047498759945,0.007228730895995739,-0.3833755734308113
5,1,1,0,0,-0.9771428571428571,0.13367076626516905,-0.16909645436157916,-0.1705100391499812,0.13087352522106244
6,1,1,0,0,-0.7828571428571429,0.10835752500449303,0.21897435359960582,0.21765622886344005,0.1075135124580413
7,1,1,0,0,-0.9314285714285714,0.8349964506057006,0.16805885990379466,0.1632548121608579,0.8343815174551992
8,1,1,0,0,-0.7714285714285715,-0.3733327946718248,0.3895800362633963,0.3906204336736039,-0.37360752204278924
9,1,1,0,0,-0.8285714285714285,0.6167000444395683,-0.25745967530633607,-0.2610690504649611,0.6137904486227228
10,1,1,0,0,-0.8857142857142857,0.6813394202079053,-0.690314736985556,-0.6940521121757186,0.6764026220336063
11,1,1,0,0,-0.48571428571428577,-0.7340782251873748,0.29418423066022115,0.2969537056640945,-0.7350966011316586
12,1,1,0,0,-0.9771428571428571,-0.3558109067403734,0.20381918606472027,0.2047342481310679,-0.35704594356369057
13,2,0,1,0,-0.8514285714285714,0.18216184083709663,0.660371228239228,0.6586580995961953,0.18372023334407572
14,1,1,0,0,-0.8057142857142857,0.025422897344611783,-0.3638183476045924,-0.36473114067859314,0.021599431259403445
15,1,1,0,0,-0.76,0.4723002960714382,0.6831563833018208,0.6799649853658707,0.4741824441070719
16,1,1,0,0,-0.8628571428571429,0.2496407320409162,-0.25641160009649866,-0.25834723808248583,0.24649022608701898
17,2,0,1,0,-0.8457142857142858,-0.026011577373907357,-0.2647857210233724,-0.26546592202703323,-0.02938704389541158
18,2,0,1,0,-0.92,0.2050741909978342,-0.28800058692218045,-0.28972953280398883,0.2017391698253448
19,1,1,0,0,-0.8742857142857143,0.3001402443599659,0.7612379864378909,0.7589111435531493,0.3023338612988198
20,1,1,0,0,-0.8628571428571429,0.5751461600170842,-0.5739783886892837,-0.5772952752545706,0.5706838688300593
21,1,1,0,0,-0.7714285714285715,0.9248913539063608,-0.2637481265655879,-0.268761579950592,0.922158449582895
22,2,0,1,0,-0.8628571428571429,0.1456867645106854,0.4164736461486882,0.4149616364518778,0.14590584734028766
23,2,0,1,0,-0.8857142857142857,-0.6467227259347794,-0.20298072589707772,-0.20081908789909875,-0.6502062481120845
24,2,0,1,0,-0.8057142857142857,-0.2604216564994317,0.7850921782146543,0.785642800509045,-0.25848012139914545
25,2,0,1,0,-0.8285714285714285,-0.5569778783278991,-0.19344324148710257,-0.19168888242459303,-0.5603550476048156
26,1,1,0,0,-0.84,0.37800760666937094,0.4794420047580843,0.4767705590324596,0.3787209599482253
27,3,0,0,1,-0.7904761905142857,-0.6490312750693761,0.315124773353773,0.3174897275929993,-0.6498831750826639
28,2,0,1,0,-0.8685714285714285,-0.21801360889713806,0.41162105792705006,0.4119017483391758,-0.2180667591096892
29,2,0,1,0,-0.7314285714285714,-0.3308670333412067,0.5408487313047772,0.54171100965074,-0.33030601090990785
30,2,0,1,0,-0.8342857142857143,-0.2798250119756176,0.6071394883294943,0.607758329315061,-0.2788712763164085
31,2,0,1,0,-0.4571428571428572,-0.3015022883493259,0.181159800027217,0.18180982087630326,-0.30281805876501267
32,2,0,1,0,-0.8114285714285714,-0.7587335299447773,-0.08530284133189525,-0.08257871397346861,-0.761707401855034
33,2,0,1,0,-0.8742857142857143,-0.4675100566171295,0.5027826396822093,0.5043166437024738,-0.46724578622612967
34,1,1,0,0,-0.7142857142857143,-0.3200168524086564,-0.22451867145991855,-0.22385530347936822,-0.3233900687128255
35,2,0,1,0,-0.8114285714285714,-0.45240060253129855,0.29068365945931873,0.2920857626993083,-0.4532485526069081
36,2,0,1,0,-0.7428571428571429,0.3804546687520656,0.08302851812641165,0.08042539593716924,0.379093596795002
37,2,0,1,0,-0.7885714285714286,-0.6873070197207767,0.43759236162782145,0.4401922903537141,-0.6875384970758205
38,2,0,1,0,-0.8742857142857143,0.29720838695902785,0.13949881043458845,0.137282152408865,0.2960809309641661
39,2,0,1,0,-0.7371428571428571,-0.5599443639658546,0.5843648140189543,0.5863851958568134,-0.559303635827888
40,2,0,1,0,-0.8228571428571428,-0.6702352988705229,0.24293335289735296,0.24537338501812656,-0.6714780050817524
41,2,0,1,0,-0.8514285714285714,0.01426106227887658,-0.05293827885088831,-0.05380261158970967,0.011963959692423032
42,2,0,1,0,-0.88,0.13853026219345566,0.3101988198670824,0.30872905911918735,0.13818307445666278
43,2,0,1,0,-0.8628571428571429,-0.32996669917872623,0.9014809302716458,0.9024126626989073,-0.3274249361336956
44,2,0,1,0,-0.8628571428571429,0.05739630285859221,0.4979929359731159,0.49691506383638284,0.05799058703786386
45,1,1,0,0,-0.6799999999999999,-0.23024891931041225,0.7970507163593084,0.7974482298836847,-0.2282205974879048
